emoji,unicode,count,seq,emoji_from_meta,name,version,category,subgroup,status
❤️,U+2764 U+FE0F,5315636,U+2764 U+FE0F,❤️,red heart,0.6,Smileys & Emotion,heart,fully-qualified
✅,U+2705,3632617,U+2705,✅,check mark button,0.6,Symbols,other-symbol,fully-qualified
✨,U+2728,3118019,U+2728,✨,sparkles,0.6,Activities,event,fully-qualified
🔥,U+1F525,2996010,U+1F525,🔥,fire,0.6,Travel & Places,sky & weather,fully-qualified
😭,U+1F62D,2890964,U+1F62D,😭,loudly crying face,0.6,Smileys & Emotion,face-concerned,fully-qualified
😂,U+1F602,2436042,U+1F602,😂,face with tears of joy,0.6,Smileys & Emotion,face-smiling,fully-qualified
😊,U+1F60A,2171155,U+1F60A,😊,smiling face with smiling eyes,0.6,Smileys & Emotion,face-smiling,fully-qualified
💀,U+1F480,2055303,U+1F480,💀,skull,0.6,Smileys & Emotion,face-negative,fully-qualified
⭐,U+2B50,1943138,U+2B50,⭐,star,0.6,Travel & Places,sky & weather,fully-qualified
🫶,U+1FAF6,1733677,U+1FAF6,🫶,heart hands,14.0,People & Body,hands,fully-qualified
👀,U+1F440,1557561,U+1F440,👀,eyes,0.6,People & Body,body-parts,fully-qualified
🎉,U+1F389,1543742,U+1F389,🎉,party popper,0.6,Activities,event,fully-qualified
🥹,U+1F979,1510056,U+1F979,🥹,face holding back tears,14.0,Smileys & Emotion,face-concerned,fully-qualified
👍,U+1F44D,1417156,U+1F44D,👍,thumbs up,0.6,People & Body,hand-fingers-closed,fully-qualified
🙏,U+1F64F,1403289,U+1F64F,🙏,folded hands,0.6,People & Body,hands,fully-qualified
✔️,U+2714 U+FE0F,1399169,U+2714 U+FE0F,✔️,check mark,0.6,Symbols,other-symbol,fully-qualified
📍,U+1F4CD,1309953,U+1F4CD,📍,round pushpin,0.6,Objects,office,fully-qualified
👉,U+1F449,1249203,U+1F449,👉,backhand index pointing right,0.6,People & Body,hand-single-finger,fully-qualified
🫶🏻,U+1FAF6 U+1F3FB,1220505,U+1FAF6 U+1F3FB,🫶🏻,heart hands: light skin tone,14.0,People & Body,hands,fully-qualified
❌,U+274C,1159289,U+274C,❌,cross mark,0.6,Symbols,other-symbol,fully-qualified
🥰,U+1F970,1142758,U+1F970,🥰,smiling face with hearts,11.0,Smileys & Emotion,face-affection,fully-qualified
😅,U+1F605,1111388,U+1F605,😅,grinning face with sweat,0.6,Smileys & Emotion,face-smiling,fully-qualified
😍,U+1F60D,1110391,U+1F60D,😍,smiling face with heart-eyes,0.6,Smileys & Emotion,face-affection,fully-qualified
🫡,U+1FAE1,1102385,U+1FAE1,🫡,saluting face,14.0,Smileys & Emotion,face-hand,fully-qualified
🚀,U+1F680,1082901,U+1F680,🚀,rocket,0.6,Travel & Places,transport-air,fully-qualified
😉,U+1F609,1081650,U+1F609,😉,winking face,0.6,Smileys & Emotion,face-smiling,fully-qualified
☀️,U+2600 U+FE0F,1056662,U+2600 U+FE0F,☀️,sun,0.6,Travel & Places,sky & weather,fully-qualified
⚠️,U+26A0 U+FE0F,1043591,U+26A0 U+FE0F,⚠️,warning,0.6,Symbols,warning,fully-qualified
➡️,U+27A1 U+FE0F,1042536,U+27A1 U+FE0F,➡️,right arrow,0.6,Symbols,arrow,fully-qualified
🤍,U+1F90D,1033962,U+1F90D,🤍,white heart,12.0,Smileys & Emotion,heart,fully-qualified
🤣,U+1F923,1026139,U+1F923,🤣,rolling on the floor laughing,3.0,Smileys & Emotion,face-smiling,fully-qualified
👇,U+1F447,975627,U+1F447,👇,backhand index pointing down,0.6,People & Body,hand-single-finger,fully-qualified
🤔,U+1F914,955996,U+1F914,🤔,thinking face,1.0,Smileys & Emotion,face-hand,fully-qualified
❤️‍🩹,U+2764 U+FE0F U+200D U+1FA79,945741,U+2764 U+FE0F U+200D U+1FA79,❤️‍🩹,mending heart,13.1,Smileys & Emotion,heart,fully-qualified
💙,U+1F499,872385,U+1F499,💙,blue heart,0.6,Smileys & Emotion,heart,fully-qualified
🤩,U+1F929,851244,U+1F929,🤩,star-struck,5.0,Smileys & Emotion,face-affection,fully-qualified
🎁,U+1F381,838944,U+1F381,🎁,wrapped gift,0.6,Activities,event,fully-qualified
🩷,U+1FA77,827613,U+1FA77,🩷,pink heart,15.0,Smileys & Emotion,heart,fully-qualified
🫦,U+1FAE6,818527,U+1FAE6,🫦,biting lip,14.0,People & Body,body-parts,fully-qualified
💪,U+1F4AA,808519,U+1F4AA,💪,flexed biceps,0.6,People & Body,body-parts,fully-qualified
🚨,U+1F6A8,806995,U+1F6A8,🚨,police car light,0.6,Travel & Places,transport-ground,fully-qualified
🎄,U+1F384,795875,U+1F384,🎄,Christmas tree,0.6,Activities,event,fully-qualified
😎,U+1F60E,779999,U+1F60E,😎,smiling face with sunglasses,1.0,Smileys & Emotion,face-glasses,fully-qualified
🫂,U+1FAC2,771579,U+1FAC2,🫂,people hugging,13.0,People & Body,person-symbol,fully-qualified
💡,U+1F4A1,767334,U+1F4A1,💡,light bulb,0.6,Objects,light & video,fully-qualified
 ,U+0020,750715,U+0020,,,,,,
🥳,U+1F973,748184,U+1F973,🥳,partying face,11.0,Smileys & Emotion,face-hat,fully-qualified
 ,U+0020,733020,U+0020,,,,,,
🫠,U+1FAE0,727503,U+1FAE0,🫠,melting face,14.0,Smileys & Emotion,face-smiling,fully-qualified
💔,U+1F494,718186,U+1F494,💔,broken heart,0.6,Smileys & Emotion,heart,fully-qualified
🔴,U+1F534,717365,U+1F534,🔴,red circle,0.6,Symbols,geometric,fully-qualified
😔,U+1F614,710053,U+1F614,😔,pensive face,0.6,Smileys & Emotion,face-sleepy,fully-qualified
👋,U+1F44B,709355,U+1F44B,👋,waving hand,0.6,People & Body,hand-fingers-open,fully-qualified
👑,U+1F451,704308,U+1F451,👑,crown,0.6,Objects,clothing,fully-qualified
💸,U+1F4B8,702823,U+1F4B8,💸,money with wings,0.6,Objects,money,fully-qualified
🥺,U+1F97A,697125,U+1F97A,🥺,pleading face,11.0,Smileys & Emotion,face-concerned,fully-qualified
☺️,U+263A U+FE0F,692988,U+263A U+FE0F,☺️,smiling face,0.6,Smileys & Emotion,face-affection,fully-qualified
💚,U+1F49A,690500,U+1F49A,💚,green heart,0.6,Smileys & Emotion,heart,fully-qualified
🔗,U+1F517,687067,U+1F517,🔗,link,0.6,Objects,tool,fully-qualified
📅,U+1F4C5,675816,U+1F4C5,📅,calendar,0.6,Objects,office,fully-qualified
❤️‍🔥,U+2764 U+FE0F U+200D U+1F525,663424,U+2764 U+FE0F U+200D U+1F525,❤️‍🔥,heart on fire,13.1,Smileys & Emotion,heart,fully-qualified
📷,U+1F4F7,656193,U+1F4F7,📷,camera,0.6,Objects,light & video,fully-qualified
💰,U+1F4B0,654979,U+1F4B0,💰,money bag,0.6,Objects,money,fully-qualified
😘,U+1F618,650600,U+1F618,😘,face blowing a kiss,0.6,Smileys & Emotion,face-affection,fully-qualified
😁,U+1F601,644906,U+1F601,😁,beaming face with smiling eyes,0.6,Smileys & Emotion,face-smiling,fully-qualified
😈,U+1F608,635500,U+1F608,😈,smiling face with horns,1.0,Smileys & Emotion,face-negative,fully-qualified
💬,U+1F4AC,623082,U+1F4AC,💬,speech balloon,0.6,Smileys & Emotion,emotion,fully-qualified
🗿,U+1F5FF,621926,U+1F5FF,🗿,moai,0.6,Objects,other-object,fully-qualified
🌟,U+1F31F,615361,U+1F31F,🌟,glowing star,0.6,Travel & Places,sky & weather,fully-qualified
⚡,U+26A1,603238,U+26A1,⚡,high voltage,0.6,Travel & Places,sky & weather,fully-qualified
🏆,U+1F3C6,595792,U+1F3C6,🏆,trophy,0.6,Activities,award-medal,fully-qualified
🖤,U+1F5A4,594669,U+1F5A4,🖤,black heart,3.0,Smileys & Emotion,heart,fully-qualified
💖,U+1F496,592188,U+1F496,💖,sparkling heart,0.6,Smileys & Emotion,heart,fully-qualified
💜,U+1F49C,590982,U+1F49C,💜,purple heart,0.6,Smileys & Emotion,heart,fully-qualified
🫵,U+1FAF5,577386,U+1FAF5,🫵,index pointing at the viewer,14.0,People & Body,hand-single-finger,fully-qualified
🤝,U+1F91D,575670,U+1F91D,🤝,handshake,3.0,People & Body,hands,fully-qualified
🗣️,U+1F5E3 U+FE0F,573368,U+1F5E3 U+FE0F,🗣️,speaking head,0.7,People & Body,person-symbol,fully-qualified
🎃,U+1F383,561987,U+1F383,🎃,jack-o-lantern,0.6,Activities,event,fully-qualified
😏,U+1F60F,545284,U+1F60F,😏,smirking face,0.6,Smileys & Emotion,face-neutral-skeptical,fully-qualified
💗,U+1F497,532557,U+1F497,💗,growing heart,0.6,Smileys & Emotion,heart,fully-qualified
🤓,U+1F913,518555,U+1F913,🤓,nerd face,1.0,Smileys & Emotion,face-glasses,fully-qualified
🙂,U+1F642,508875,U+1F642,🙂,slightly smiling face,1.0,Smileys & Emotion,face-smiling,fully-qualified
🤭,U+1F92D,503471,U+1F92D,🤭,face with hand over mouth,5.0,Smileys & Emotion,face-hand,fully-qualified
☕,U+2615,500253,U+2615,☕,hot beverage,0.6,Food & Drink,drink,fully-qualified
💛,U+1F49B,497007,U+1F49B,💛,yellow heart,0.6,Smileys & Emotion,heart,fully-qualified
📚,U+1F4DA,494040,U+1F4DA,📚,books,0.6,Objects,book-paper,fully-qualified
💥,U+1F4A5,479796,U+1F4A5,💥,collision,0.6,Smileys & Emotion,emotion,fully-qualified
🧿,U+1F9FF,476011,U+1F9FF,🧿,nazar amulet,11.0,Objects,other-object,fully-qualified
❄️,U+2744 U+FE0F,474939,U+2744 U+FE0F,❄️,snowflake,0.6,Travel & Places,sky & weather,fully-qualified
🤖,U+1F916,466847,U+1F916,🤖,robot,1.0,Smileys & Emotion,face-costume,fully-qualified
✈️,U+2708 U+FE0F,461791,U+2708 U+FE0F,✈️,airplane,0.6,Travel & Places,transport-air,fully-qualified
❗,U+2757,459469,U+2757,❗,red exclamation mark,0.6,Symbols,punctuation,fully-qualified
👏,U+1F44F,457692,U+1F44F,👏,clapping hands,0.6,People & Body,hands,fully-qualified
🥀,U+1F940,454130,U+1F940,🥀,wilted flower,3.0,Animals & Nature,plant-flower,fully-qualified
🥵,U+1F975,450031,U+1F975,🥵,hot face,11.0,Smileys & Emotion,face-unwell,fully-qualified
🟢,U+1F7E2,449702,U+1F7E2,🟢,green circle,12.0,Symbols,geometric,fully-qualified
😋,U+1F60B,447045,U+1F60B,😋,face savoring food,0.6,Smileys & Emotion,face-tongue,fully-qualified
📌,U+1F4CC,444245,U+1F4CC,📌,pushpin,0.6,Objects,office,fully-qualified
🥲,U+1F972,441898,U+1F972,🥲,smiling face with tear,13.0,Smileys & Emotion,face-affection,fully-qualified
🌸,U+1F338,441126,U+1F338,🌸,cherry blossom,0.6,Animals & Nature,plant-flower,fully-qualified
🙌,U+1F64C,440768,U+1F64C,🙌,raising hands,0.6,People & Body,hands,fully-qualified
🫣,U+1FAE3,436874,U+1FAE3,🫣,face with peeking eye,14.0,Smileys & Emotion,face-hand,fully-qualified
🎀,U+1F380,434933,U+1F380,🎀,ribbon,0.6,Activities,event,fully-qualified
💯,U+1F4AF,432472,U+1F4AF,💯,hundred points,0.6,Smileys & Emotion,emotion,fully-qualified
📢,U+1F4E2,431699,U+1F4E2,📢,loudspeaker,0.6,Objects,sound,fully-qualified
📖,U+1F4D6,426633,U+1F4D6,📖,open book,0.6,Objects,book-paper,fully-qualified
📈,U+1F4C8,423086,U+1F4C8,📈,chart increasing,0.6,Objects,office,fully-qualified
📱,U+1F4F1,417201,U+1F4F1,📱,mobile phone,0.6,Objects,phone,fully-qualified
📝,U+1F4DD,416168,U+1F4DD,📝,memo,0.6,Objects,writing,fully-qualified
😱,U+1F631,415123,U+1F631,😱,face screaming in fear,0.6,Smileys & Emotion,face-concerned,fully-qualified
🛒,U+1F6D2,411949,U+1F6D2,🛒,shopping cart,3.0,Objects,household,fully-qualified
😄,U+1F604,411058,U+1F604,😄,grinning face with smiling eyes,0.6,Smileys & Emotion,face-smiling,fully-qualified
🇬🇧,U+1F1EC U+1F1E7,410830,U+1F1EC U+1F1E7,🇬🇧,flag: United Kingdom,0.6,Flags,country-flag,fully-qualified
👻,U+1F47B,410259,U+1F47B,👻,ghost,0.6,Smileys & Emotion,face-costume,fully-qualified
😀,U+1F600,409893,U+1F600,😀,grinning face,1.0,Smileys & Emotion,face-smiling,fully-qualified
🎵,U+1F3B5,401414,U+1F3B5,🎵,musical note,0.6,Objects,music,fully-qualified
📞,U+1F4DE,399959,U+1F4DE,📞,telephone receiver,0.6,Objects,phone,fully-qualified
🧡,U+1F9E1,397557,U+1F9E1,🧡,orange heart,5.0,Smileys & Emotion,heart,fully-qualified
🏠,U+1F3E0,393635,U+1F3E0,🏠,house,0.6,Travel & Places,place-building,fully-qualified
🤯,U+1F92F,389244,U+1F92F,🤯,exploding head,5.0,Smileys & Emotion,face-unwell,fully-qualified
😆,U+1F606,388632,U+1F606,😆,grinning squinting face,0.6,Smileys & Emotion,face-smiling,fully-qualified
🤗,U+1F917,385595,U+1F917,🤗,smiling face with open hands,1.0,Smileys & Emotion,face-hand,fully-qualified
🎨,U+1F3A8,385417,U+1F3A8,🎨,artist palette,0.6,Activities,arts & crafts,fully-qualified
💻,U+1F4BB,384466,U+1F4BB,💻,laptop,0.6,Objects,computer,fully-qualified
🧠,U+1F9E0,382463,U+1F9E0,🧠,brain,5.0,People & Body,body-parts,fully-qualified
💕,U+1F495,381862,U+1F495,💕,two hearts,0.6,Smileys & Emotion,heart,fully-qualified
💎,U+1F48E,381414,U+1F48E,💎,gem stone,0.6,Objects,clothing,fully-qualified
⏰,U+23F0,380581,U+23F0,⏰,alarm clock,0.6,Travel & Places,time,fully-qualified
🎥,U+1F3A5,379327,U+1F3A5,🎥,movie camera,0.6,Objects,light & video,fully-qualified
🐾,U+1F43E,376605,U+1F43E,🐾,paw prints,0.6,Animals & Nature,animal-mammal,fully-qualified
🩵,U+1FA75,372330,U+1FA75,🩵,light blue heart,15.0,Smileys & Emotion,heart,fully-qualified
🙄,U+1F644,370126,U+1F644,🙄,face with rolling eyes,1.0,Smileys & Emotion,face-neutral-skeptical,fully-qualified
❓,U+2753,369112,U+2753,❓,red question mark,0.6,Symbols,punctuation,fully-qualified
🌊,U+1F30A,368031,U+1F30A,🌊,water wave,0.6,Travel & Places,sky & weather,fully-qualified
🇫🇷,U+1F1EB U+1F1F7,361294,U+1F1EB U+1F1F7,🇫🇷,flag: France,0.6,Flags,country-flag,fully-qualified
🎶,U+1F3B6,361178,U+1F3B6,🎶,musical notes,0.6,Objects,music,fully-qualified
🎂,U+1F382,360693,U+1F382,🎂,birthday cake,0.6,Food & Drink,food-sweet,fully-qualified
‼️,U+203C U+FE0F,355739,U+203C U+FE0F,‼️,double exclamation mark,0.6,Symbols,punctuation,fully-qualified
🤑,U+1F911,354403,U+1F911,🤑,money-mouth face,1.0,Smileys & Emotion,face-tongue,fully-qualified
📣,U+1F4E3,353943,U+1F4E3,📣,megaphone,0.6,Objects,sound,fully-qualified
⚽,U+26BD,352407,U+26BD,⚽,soccer ball,0.6,Activities,sport,fully-qualified
🫀,U+1FAC0,349373,U+1FAC0,🫀,anatomical heart,13.0,People & Body,body-parts,fully-qualified
😮‍💨,U+1F62E U+200D U+1F4A8,344115,U+1F62E U+200D U+1F4A8,😮‍💨,face exhaling,13.1,Smileys & Emotion,face-neutral-skeptical,fully-qualified
🖕,U+1F595,343978,U+1F595,🖕,middle finger,1.0,People & Body,hand-single-finger,fully-qualified
🎮,U+1F3AE,342162,U+1F3AE,🎮,video game,0.6,Activities,game,fully-qualified
🤫,U+1F92B,339865,U+1F92B,🤫,shushing face,5.0,Smileys & Emotion,face-hand,fully-qualified
😇,U+1F607,338640,U+1F607,😇,smiling face with halo,1.0,Smileys & Emotion,face-smiling,fully-qualified
🚗,U+1F697,335027,U+1F697,🚗,automobile,0.6,Travel & Places,transport-ground,fully-qualified
🎯,U+1F3AF,325678,U+1F3AF,🎯,bullseye,0.6,Activities,game,fully-qualified
🌒,U+1F312,325674,U+1F312,🌒,waxing crescent moon,1.0,Travel & Places,sky & weather,fully-qualified
📸,U+1F4F8,321728,U+1F4F8,📸,camera with flash,1.0,Objects,light & video,fully-qualified
😳,U+1F633,320007,U+1F633,😳,flushed face,0.6,Smileys & Emotion,face-concerned,fully-qualified
🤡,U+1F921,318735,U+1F921,🤡,clown face,3.0,Smileys & Emotion,face-costume,fully-qualified
🌎,U+1F30E,318472,U+1F30E,🌎,globe showing Americas,0.7,Travel & Places,place-map,fully-qualified
🫩,U+1FAE9,314878,U+1FAE9,🫩,face with bags under eyes,16.0,Smileys & Emotion,face-sleepy,fully-qualified
💩,U+1F4A9,314283,U+1F4A9,💩,pile of poo,0.6,Smileys & Emotion,face-costume,fully-qualified
📧,U+1F4E7,310292,U+1F4E7,📧,e-mail,0.6,Objects,mail,fully-qualified
🌐,U+1F310,305242,U+1F310,🌐,globe with meridians,1.0,Travel & Places,place-map,fully-qualified
🍂,U+1F342,302690,U+1F342,🍂,fallen leaf,0.6,Animals & Nature,plant-other,fully-qualified
💦,U+1F4A6,302196,U+1F4A6,💦,sweat droplets,0.6,Smileys & Emotion,emotion,fully-qualified
🫶🏼,U+1FAF6 U+1F3FC,302063,U+1FAF6 U+1F3FC,🫶🏼,heart hands: medium-light skin tone,14.0,People & Body,hands,fully-qualified
🌞,U+1F31E,299656,U+1F31E,🌞,sun with face,1.0,Travel & Places,sky & weather,fully-qualified
🎧,U+1F3A7,294851,U+1F3A7,🎧,headphone,0.6,Objects,music,fully-qualified
🤤,U+1F924,292572,U+1F924,🤤,drooling face,3.0,Smileys & Emotion,face-sleepy,fully-qualified
🔫,U+1F52B,291965,U+1F52B,🔫,water pistol,0.6,Activities,game,fully-qualified
🏳️‍🌈,U+1F3F3 U+FE0F U+200D U+1F308,291062,U+1F3F3 U+FE0F U+200D U+1F308,🏳️‍🌈,rainbow flag,4.0,Flags,flag,fully-qualified
💍,U+1F48D,290464,U+1F48D,💍,ring,0.6,Objects,clothing,fully-qualified
🇧🇷,U+1F1E7 U+1F1F7,287989,U+1F1E7 U+1F1F7,🇧🇷,flag: Brazil,2.0,Flags,country-flag,fully-qualified
☠️,U+2620 U+FE0F,285289,U+2620 U+FE0F,☠️,skull and crossbones,1.0,Smileys & Emotion,face-negative,fully-qualified
💋,U+1F48B,284434,U+1F48B,💋,kiss mark,0.6,Smileys & Emotion,emotion,fully-qualified
🥂,U+1F942,283279,U+1F942,🥂,clinking glasses,3.0,Food & Drink,drink,fully-qualified
🎤,U+1F3A4,280530,U+1F3A4,🎤,microphone,0.6,Objects,music,fully-qualified
🤨,U+1F928,279666,U+1F928,🤨,face with raised eyebrow,5.0,Smileys & Emotion,face-neutral-skeptical,fully-qualified
🌱,U+1F331,279527,U+1F331,🌱,seedling,0.6,Animals & Nature,plant-other,fully-qualified
🐶,U+1F436,276232,U+1F436,🐶,dog face,0.6,Animals & Nature,animal-mammal,fully-qualified
😡,U+1F621,276175,U+1F621,😡,enraged face,0.6,Smileys & Emotion,face-negative,fully-qualified
🎅,U+1F385,272988,U+1F385,🎅,Santa Claus,0.6,People & Body,person-fantasy,fully-qualified
🌹,U+1F339,269408,U+1F339,🌹,rose,0.6,Animals & Nature,plant-flower,fully-qualified
🤞,U+1F91E,269057,U+1F91E,🤞,crossed fingers,3.0,People & Body,hand-fingers-partial,fully-qualified
🇩🇪,U+1F1E9 U+1F1EA,264344,U+1F1E9 U+1F1EA,🇩🇪,flag: Germany,0.6,Flags,country-flag,fully-qualified
😃,U+1F603,264258,U+1F603,😃,grinning face with big eyes,0.6,Smileys & Emotion,face-smiling,fully-qualified
🌈,U+1F308,263800,U+1F308,🌈,rainbow,0.6,Travel & Places,sky & weather,fully-qualified
🫧,U+1FAE7,262839,U+1FAE7,🫧,bubbles,14.0,Objects,household,fully-qualified
✍️,U+270D U+FE0F,260363,U+270D U+FE0F,✍️,writing hand,0.7,People & Body,hand-prop,fully-qualified
⚔️,U+2694 U+FE0F,260152,U+2694 U+FE0F,⚔️,crossed swords,1.0,Objects,tool,fully-qualified
🇵🇸,U+1F1F5 U+1F1F8,259280,U+1F1F5 U+1F1F8,🇵🇸,flag: Palestinian Territories,2.0,Flags,country-flag,fully-qualified
🙃,U+1F643,257132,U+1F643,🙃,upside-down face,1.0,Smileys & Emotion,face-smiling,fully-qualified
🟡,U+1F7E1,256335,U+1F7E1,🟡,yellow circle,12.0,Symbols,geometric,fully-qualified
🍀,U+1F340,253731,U+1F340,🍀,four leaf clover,0.6,Animals & Nature,plant-other,fully-qualified
🇮🇹,U+1F1EE U+1F1F9,253018,U+1F1EE U+1F1F9,🇮🇹,flag: Italy,0.6,Flags,country-flag,fully-qualified
🤪,U+1F92A,252196,U+1F92A,🤪,zany face,5.0,Smileys & Emotion,face-tongue,fully-qualified
😢,U+1F622,252075,U+1F622,😢,crying face,0.6,Smileys & Emotion,face-concerned,fully-qualified
🇪🇸,U+1F1EA U+1F1F8,252045,U+1F1EA U+1F1F8,🇪🇸,flag: Spain,0.6,Flags,country-flag,fully-qualified
😬,U+1F62C,250992,U+1F62C,😬,grimacing face,1.0,Smileys & Emotion,face-neutral-skeptical,fully-qualified
✏️,U+270F U+FE0F,249062,U+270F U+FE0F,✏️,pencil,0.6,Objects,writing,fully-qualified
😌,U+1F60C,248269,U+1F60C,😌,relieved face,0.6,Smileys & Emotion,face-sleepy,fully-qualified
🩸,U+1FA78,245182,U+1FA78,🩸,drop of blood,12.0,Objects,medical,fully-qualified
🌿,U+1F33F,245001,U+1F33F,🌿,herb,0.6,Animals & Nature,plant-other,fully-qualified
🥶,U+1F976,244184,U+1F976,🥶,cold face,11.0,Smileys & Emotion,face-unwell,fully-qualified
🙈,U+1F648,242621,U+1F648,🙈,see-no-evil monkey,0.6,Smileys & Emotion,monkey-face,fully-qualified
💭,U+1F4AD,240774,U+1F4AD,💭,thought balloon,1.0,Smileys & Emotion,emotion,fully-qualified
📦,U+1F4E6,237910,U+1F4E6,📦,package,0.6,Objects,mail,fully-qualified
🌴,U+1F334,237901,U+1F334,🌴,palm tree,0.6,Animals & Nature,plant-other,fully-qualified
🥇,U+1F947,237585,U+1F947,🥇,1st place medal,3.0,Activities,award-medal,fully-qualified
😲,U+1F632,236254,U+1F632,😲,astonished face,0.6,Smileys & Emotion,face-concerned,fully-qualified
😜,U+1F61C,235522,U+1F61C,😜,winking face with tongue,0.6,Smileys & Emotion,face-tongue,fully-qualified
⚙️,U+2699 U+FE0F,233936,U+2699 U+FE0F,⚙️,gear,1.0,Objects,tool,fully-qualified
🔊,U+1F50A,231644,U+1F50A,🔊,speaker high volume,0.6,Objects,sound,fully-qualified
🛍️,U+1F6CD U+FE0F,230856,U+1F6CD U+FE0F,🛍️,shopping bags,0.7,Objects,clothing,fully-qualified
🧸,U+1F9F8,229476,U+1F9F8,🧸,teddy bear,11.0,Activities,game,fully-qualified
🔵,U+1F535,228449,U+1F535,🔵,blue circle,0.6,Symbols,geometric,fully-qualified
1️⃣,U+0031 U+FE0F U+20E3,227406,U+0031 U+FE0F U+20E3,1️⃣,keycap: 1,0.6,Symbols,keycap,fully-qualified
🪄,U+1FA84,227153,U+1FA84,🪄,magic wand,13.0,Activities,game,fully-qualified
🔒,U+1F512,226719,U+1F512,🔒,locked,0.6,Objects,lock,fully-qualified
📺,U+1F4FA,225221,U+1F4FA,📺,television,0.6,Objects,light & video,fully-qualified
👌,U+1F44C,224571,U+1F44C,👌,OK hand,0.6,People & Body,hand-fingers-partial,fully-qualified
🔔,U+1F514,224083,U+1F514,🔔,bell,0.6,Objects,sound,fully-qualified
🌙,U+1F319,221900,U+1F319,🌙,crescent moon,0.6,Travel & Places,sky & weather,fully-qualified
✌️,U+270C U+FE0F,221744,U+270C U+FE0F,✌️,victory hand,0.6,People & Body,hand-fingers-partial,fully-qualified
🪩,U+1FAA9,221666,U+1FAA9,🪩,mirror ball,14.0,Activities,game,fully-qualified
🦋,U+1F98B,221476,U+1F98B,🦋,butterfly,3.0,Animals & Nature,animal-bug,fully-qualified
⚕️,U+2695 U+FE0F,219663,U+2695 U+FE0F,⚕️,medical symbol,4.0,Symbols,other-symbol,fully-qualified
ℹ️,U+2139 U+FE0F,219246,U+2139 U+FE0F,ℹ️,information,0.6,Symbols,alphanum,fully-qualified
💅,U+1F485,218800,U+1F485,💅,nail polish,0.6,People & Body,hand-prop,fully-qualified
🫰,U+1FAF0,218766,U+1FAF0,🫰,hand with index finger and thumb crossed,14.0,People & Body,hand-fingers-partial,fully-qualified
🙂‍↕️,U+1F642 U+200D U+2195 U+FE0F,217609,U+1F642 U+200D U+2195 U+FE0F,🙂‍↕️,head shaking vertically,15.1,Smileys & Emotion,face-neutral-skeptical,fully-qualified
🦅,U+1F985,215850,U+1F985,🦅,eagle,3.0,Animals & Nature,animal-bird,fully-qualified
🖥️,U+1F5A5 U+FE0F,215015,U+1F5A5 U+FE0F,🖥️,desktop computer,0.7,Objects,computer,fully-qualified
💫,U+1F4AB,214530,U+1F4AB,💫,dizzy,0.6,Smileys & Emotion,emotion,fully-qualified
🚬,U+1F6AC,213942,U+1F6AC,🚬,cigarette,0.6,Objects,other-object,fully-qualified
😴,U+1F634,213781,U+1F634,😴,sleeping face,1.0,Smileys & Emotion,face-sleepy,fully-qualified
🎟️,U+1F39F U+FE0F,212283,U+1F39F U+FE0F,🎟️,admission tickets,0.7,Activities,event,fully-qualified
💌,U+1F48C,212005,U+1F48C,💌,love letter,0.6,Smileys & Emotion,heart,fully-qualified
🔎,U+1F50E,210807,U+1F50E,🔎,magnifying glass tilted right,0.6,Objects,light & video,fully-qualified
🤌,U+1F90C,210619,U+1F90C,🤌,pinched fingers,13.0,People & Body,hand-fingers-partial,fully-qualified
🚩,U+1F6A9,208305,U+1F6A9,🚩,triangular flag,0.6,Flags,flag,fully-qualified
📜,U+1F4DC,207901,U+1F4DC,📜,scroll,0.6,Objects,book-paper,fully-qualified
🎓,U+1F393,205731,U+1F393,🎓,graduation cap,0.6,Objects,clothing,fully-qualified
☑️,U+2611 U+FE0F,204850,U+2611 U+FE0F,☑️,check box with check,0.6,Symbols,other-symbol,fully-qualified
🇮🇳,U+1F1EE U+1F1F3,203329,U+1F1EE U+1F1F3,🇮🇳,flag: India,2.0,Flags,country-flag,fully-qualified
🎫,U+1F3AB,201254,U+1F3AB,🎫,ticket,0.6,Activities,event,fully-qualified
🌻,U+1F33B,200199,U+1F33B,🌻,sunflower,0.6,Animals & Nature,plant-flower,fully-qualified
☝️,U+261D U+FE0F,199533,U+261D U+FE0F,☝️,index pointing up,0.6,People & Body,hand-single-finger,fully-qualified
🏖️,U+1F3D6 U+FE0F,199522,U+1F3D6 U+FE0F,🏖️,beach with umbrella,0.7,Travel & Places,place-geographic,fully-qualified
🔍,U+1F50D,199169,U+1F50D,🔍,magnifying glass tilted left,0.6,Objects,light & video,fully-qualified
📲,U+1F4F2,198809,U+1F4F2,📲,mobile phone with arrow,0.6,Objects,phone,fully-qualified
♾️,U+267E U+FE0F,198147,U+267E U+FE0F,♾️,infinity,11.0,Symbols,math,fully-qualified
🍕,U+1F355,197898,U+1F355,🍕,pizza,0.6,Food & Drink,food-prepared,fully-qualified
🗓️,U+1F5D3 U+FE0F,196818,U+1F5D3 U+FE0F,🗓️,spiral calendar,0.7,Objects,office,fully-qualified
▶️,U+25B6 U+FE0F,196057,U+25B6 U+FE0F,▶️,play button,0.6,Symbols,av-symbol,fully-qualified
🇨🇦,U+1F1E8 U+1F1E6,191865,U+1F1E8 U+1F1E6,🇨🇦,flag: Canada,2.0,Flags,country-flag,fully-qualified
