emoji,unicode,count,seq,emoji_from_meta,name,version,category,subgroup,status
🍵,U+1F375,4212,U+1F375,🍵,teacup without handle,0.6,Food & Drink,drink,fully-qualified
🤷‍♂️,U+1F937 U+200D U+2642 U+FE0F,4192,U+1F937 U+200D U+2642 U+FE0F,🤷‍♂️,man shrugging,4.0,People & Body,person-gesture,fully-qualified
🍯,U+1F36F,4188,U+1F36F,🍯,honey pot,0.6,Food & Drink,food-sweet,fully-qualified
⬛,U+2B1B,4184,U+2B1B,⬛,black large square,0.6,Symbols,geometric,fully-qualified
🍇,U+1F347,4178,U+1F347,🍇,grapes,0.6,Food & Drink,food-fruit,fully-qualified
⛄,U+26C4,4171,U+26C4,⛄,snowman without snow,0.6,Travel & Places,sky & weather,fully-qualified
😖,U+1F616,4167,U+1F616,😖,confounded face,0.6,Smileys & Emotion,face-concerned,fully-qualified
🫖,U+1FAD6,4160,U+1FAD6,🫖,teapot,13.0,Food & Drink,drink,fully-qualified
🏌️,U+1F3CC U+FE0F,4148,U+1F3CC U+FE0F,🏌️,person golfing,0.7,People & Body,person-sport,fully-qualified
☢️,U+2622 U+FE0F,4145,U+2622 U+FE0F,☢️,radioactive,1.0,Symbols,warning,fully-qualified
🚜,U+1F69C,4133,U+1F69C,🚜,tractor,1.0,Travel & Places,transport-ground,fully-qualified
🔁,U+1F501,4129,U+1F501,🔁,repeat button,1.0,Symbols,av-symbol,fully-qualified
🚘,U+1F698,4107,U+1F698,🚘,oncoming automobile,0.7,Travel & Places,transport-ground,fully-qualified
🚬,U+1F6AC,4095,U+1F6AC,🚬,cigarette,0.6,Objects,other-object,fully-qualified
⛵,U+26F5,4082,U+26F5,⛵,sailboat,0.6,Travel & Places,transport-water,fully-qualified
🗽,U+1F5FD,4076,U+1F5FD,🗽,Statue of Liberty,0.6,Travel & Places,place-building,fully-qualified
📎,U+1F4CE,4069,U+1F4CE,📎,paperclip,0.6,Objects,office,fully-qualified
👨‍🍳,U+1F468 U+200D U+1F373,4055,U+1F468 U+200D U+1F373,👨‍🍳,man cook,4.0,People & Body,person-role,fully-qualified
🧛,U+1F9DB,4053,U+1F9DB,🧛,vampire,5.0,People & Body,person-fantasy,fully-qualified
☔,U+2614,4049,U+2614,☔,umbrella with rain drops,0.6,Travel & Places,sky & weather,fully-qualified
🇳🇴,U+1F1F3 U+1F1F4,4048,U+1F1F3 U+1F1F4,🇳🇴,flag: Norway,2.0,Flags,country-flag,fully-qualified
🇩🇰,U+1F1E9 U+1F1F0,4045,U+1F1E9 U+1F1F0,🇩🇰,flag: Denmark,2.0,Flags,country-flag,fully-qualified
🐘,U+1F418,4038,U+1F418,🐘,elephant,0.6,Animals & Nature,animal-mammal,fully-qualified
🏷️,U+1F3F7 U+FE0F,4032,U+1F3F7 U+FE0F,🏷️,label,0.7,Objects,book-paper,fully-qualified
🧶,U+1F9F6,4016,U+1F9F6,🧶,yarn,11.0,Activities,arts & crafts,fully-qualified
🦸,U+1F9B8,4002,U+1F9B8,🦸,superhero,11.0,People & Body,person-fantasy,fully-qualified
🚴,U+1F6B4,4002,U+1F6B4,🚴,person biking,1.0,People & Body,person-sport,fully-qualified
🗨️,U+1F5E8 U+FE0F,3999,U+1F5E8 U+FE0F,🗨️,left speech bubble,2.0,Smileys & Emotion,emotion,fully-qualified
🇵🇰,U+1F1F5 U+1F1F0,3997,U+1F1F5 U+1F1F0,🇵🇰,flag: Pakistan,2.0,Flags,country-flag,fully-qualified
🤐,U+1F910,3990,U+1F910,🤐,zipper-mouth face,1.0,Smileys & Emotion,face-neutral-skeptical,fully-qualified
🧑‍🤝‍🧑,U+1F9D1 U+200D U+1F91D U+200D U+1F9D1,3969,U+1F9D1 U+200D U+1F91D U+200D U+1F9D1,🧑‍🤝‍🧑,people holding hands,12.0,People & Body,family,fully-qualified
🥛,U+1F95B,3960,U+1F95B,🥛,glass of milk,3.0,Food & Drink,drink,fully-qualified
🐧,U+1F427,3928,U+1F427,🐧,penguin,0.6,Animals & Nature,animal-bird,fully-qualified
❣️,U+2763 U+FE0F,3928,U+2763 U+FE0F,❣️,heart exclamation,1.0,Smileys & Emotion,heart,fully-qualified
😓,U+1F613,3901,U+1F613,😓,downcast face with sweat,0.6,Smileys & Emotion,face-concerned,fully-qualified
🇿🇦,U+1F1FF U+1F1E6,3854,U+1F1FF U+1F1E6,🇿🇦,flag: South Africa,2.0,Flags,country-flag,fully-qualified
👨,U+1F468,3843,U+1F468,👨,man,0.6,People & Body,person,fully-qualified
🔸,U+1F538,3838,U+1F538,🔸,small orange diamond,0.6,Symbols,geometric,fully-qualified
🏦,U+1F3E6,3815,U+1F3E6,🏦,bank,0.6,Travel & Places,place-building,fully-qualified
🏹,U+1F3F9,3813,U+1F3F9,🏹,bow and arrow,1.0,Objects,tool,fully-qualified
🏈,U+1F3C8,3810,U+1F3C8,🏈,american football,0.6,Activities,sport,fully-qualified
🏞️,U+1F3DE U+FE0F,3802,U+1F3DE U+FE0F,🏞️,national park,0.7,Travel & Places,place-geographic,fully-qualified
👩,U+1F469,3769,U+1F469,👩,woman,0.6,People & Body,person,fully-qualified
🎢,U+1F3A2,3769,U+1F3A2,🎢,roller coaster,0.6,Travel & Places,place-other,fully-qualified
💒,U+1F492,3752,U+1F492,💒,wedding,0.6,Travel & Places,place-building,fully-qualified
👇🏻,U+1F447 U+1F3FB,3752,U+1F447 U+1F3FB,👇🏻,backhand index pointing down: light skin tone,1.0,People & Body,hand-single-finger,fully-qualified
🦠,U+1F9A0,3731,U+1F9A0,🦠,microbe,11.0,Animals & Nature,animal-bug,fully-qualified
▪️,U+25AA U+FE0F,3726,U+25AA U+FE0F,▪️,black small square,0.6,Symbols,geometric,fully-qualified
🐀,U+1F400,3723,U+1F400,🐀,rat,1.0,Animals & Nature,animal-mammal,fully-qualified
🚽,U+1F6BD,3697,U+1F6BD,🚽,toilet,0.6,Objects,household,fully-qualified
🏃‍♂️,U+1F3C3 U+200D U+2642 U+FE0F,3687,U+1F3C3 U+200D U+2642 U+FE0F,🏃‍♂️,man running,4.0,People & Body,person-activity,fully-qualified
🪞,U+1FA9E,3678,U+1FA9E,🪞,mirror,13.0,Objects,household,fully-qualified
🥘,U+1F958,3676,U+1F958,🥘,shallow pan of food,3.0,Food & Drink,food-prepared,fully-qualified
🏊,U+1F3CA,3673,U+1F3CA,🏊,person swimming,0.6,People & Body,person-sport,fully-qualified
📨,U+1F4E8,3663,U+1F4E8,📨,incoming envelope,0.6,Objects,mail,fully-qualified
⛏️,U+26CF U+FE0F,3659,U+26CF U+FE0F,⛏️,pick,0.7,Objects,tool,fully-qualified
🐦‍⬛,U+1F426 U+200D U+2B1B,3652,U+1F426 U+200D U+2B1B,🐦‍⬛,black bird,15.0,Animals & Nature,animal-bird,fully-qualified
👋🏻,U+1F44B U+1F3FB,3648,U+1F44B U+1F3FB,👋🏻,waving hand: light skin tone,1.0,People & Body,hand-fingers-open,fully-qualified
🛜,U+1F6DC,3617,U+1F6DC,🛜,wireless,15.0,Symbols,av-symbol,fully-qualified
🍼,U+1F37C,3616,U+1F37C,🍼,baby bottle,1.0,Food & Drink,drink,fully-qualified
📏,U+1F4CF,3607,U+1F4CF,📏,straight ruler,0.6,Objects,office,fully-qualified
🌃,U+1F303,3607,U+1F303,🌃,night with stars,0.6,Travel & Places,place-other,fully-qualified
🛬,U+1F6EC,3598,U+1F6EC,🛬,airplane arrival,1.0,Travel & Places,transport-air,fully-qualified
⭕,U+2B55,3596,U+2B55,⭕,hollow red circle,0.6,Symbols,other-symbol,fully-qualified
🐴,U+1F434,3589,U+1F434,🐴,horse face,0.6,Animals & Nature,animal-mammal,fully-qualified
🌾,U+1F33E,3588,U+1F33E,🌾,sheaf of rice,0.6,Animals & Nature,plant-other,fully-qualified
🙏🏼,U+1F64F U+1F3FC,3558,U+1F64F U+1F3FC,🙏🏼,folded hands: medium-light skin tone,1.0,People & Body,hands,fully-qualified
🌡️,U+1F321 U+FE0F,3542,U+1F321 U+FE0F,🌡️,thermometer,0.7,Travel & Places,sky & weather,fully-qualified
🧺,U+1F9FA,3532,U+1F9FA,🧺,basket,11.0,Objects,household,fully-qualified
🍭,U+1F36D,3511,U+1F36D,🍭,lollipop,0.6,Food & Drink,food-sweet,fully-qualified
😵,U+1F635,3493,U+1F635,😵,face with crossed-out eyes,0.6,Smileys & Emotion,face-unwell,fully-qualified
🫰,U+1FAF0,3489,U+1FAF0,🫰,hand with index finger and thumb crossed,14.0,People & Body,hand-fingers-partial,fully-qualified
🪑,U+1FA91,3487,U+1FA91,🪑,chair,12.0,Objects,household,fully-qualified
🪻,U+1FABB,3484,U+1FABB,🪻,hyacinth,15.0,Animals & Nature,plant-flower,fully-qualified
🥔,U+1F954,3475,U+1F954,🥔,potato,3.0,Food & Drink,food-vegetable,fully-qualified
🔝,U+1F51D,3474,U+1F51D,🔝,TOP arrow,0.6,Symbols,arrow,fully-qualified
🇹🇭,U+1F1F9 U+1F1ED,3474,U+1F1F9 U+1F1ED,🇹🇭,flag: Thailand,2.0,Flags,country-flag,fully-qualified
🇯🇲,U+1F1EF U+1F1F2,3474,U+1F1EF U+1F1F2,🇯🇲,flag: Jamaica,2.0,Flags,country-flag,fully-qualified
⛓️,U+26D3 U+FE0F,3461,U+26D3 U+FE0F,⛓️,chains,0.7,Objects,tool,fully-qualified
🚑,U+1F691,3460,U+1F691,🚑,ambulance,0.6,Travel & Places,transport-ground,fully-qualified
📃,U+1F4C3,3456,U+1F4C3,📃,page with curl,0.6,Objects,book-paper,fully-qualified
👏🏻,U+1F44F U+1F3FB,3455,U+1F44F U+1F3FB,👏🏻,clapping hands: light skin tone,1.0,People & Body,hands,fully-qualified
✖️,U+2716 U+FE0F,3444,U+2716 U+FE0F,✖️,multiply,0.6,Symbols,math,fully-qualified
🧘‍♀️,U+1F9D8 U+200D U+2640 U+FE0F,3437,U+1F9D8 U+200D U+2640 U+FE0F,🧘‍♀️,woman in lotus position,5.0,People & Body,person-resting,fully-qualified
👄,U+1F444,3436,U+1F444,👄,mouth,0.6,People & Body,body-parts,fully-qualified
🛥️,U+1F6E5 U+FE0F,3435,U+1F6E5 U+FE0F,🛥️,motor boat,0.7,Travel & Places,transport-water,fully-qualified
🎻,U+1F3BB,3435,U+1F3BB,🎻,violin,0.6,Objects,musical-instrument,fully-qualified
🫐,U+1FAD0,3430,U+1FAD0,🫐,blueberries,13.0,Food & Drink,food-fruit,fully-qualified
🛸,U+1F6F8,3425,U+1F6F8,🛸,flying saucer,5.0,Travel & Places,transport-air,fully-qualified
⛪,U+26EA,3417,U+26EA,⛪,church,0.6,Travel & Places,place-religious,fully-qualified
👓,U+1F453,3384,U+1F453,👓,glasses,0.6,Objects,clothing,fully-qualified
⬜,U+2B1C,3371,U+2B1C,⬜,white large square,0.6,Symbols,geometric,fully-qualified
🧙,U+1F9D9,3369,U+1F9D9,🧙,mage,5.0,People & Body,person-fantasy,fully-qualified
🫃,U+1FAC3,3362,U+1FAC3,🫃,pregnant man,14.0,People & Body,person-role,fully-qualified
😹,U+1F639,3358,U+1F639,😹,cat with tears of joy,0.6,Smileys & Emotion,cat-face,fully-qualified
🫶🏽,U+1FAF6 U+1F3FD,3349,U+1FAF6 U+1F3FD,🫶🏽,heart hands: medium skin tone,14.0,People & Body,hands,fully-qualified
🥸,U+1F978,3343,U+1F978,🥸,disguised face,13.0,Smileys & Emotion,face-hat,fully-qualified
🌓,U+1F313,3339,U+1F313,🌓,first quarter moon,0.6,Travel & Places,sky & weather,fully-qualified
🟧,U+1F7E7,3333,U+1F7E7,🟧,orange square,12.0,Symbols,geometric,fully-qualified
🪡,U+1FAA1,3320,U+1FAA1,🪡,sewing needle,13.0,Activities,arts & crafts,fully-qualified
🙂‍↔️,U+1F642 U+200D U+2194 U+FE0F,3318,U+1F642 U+200D U+2194 U+FE0F,🙂‍↔️,head shaking horizontally,15.1,Smileys & Emotion,face-neutral-skeptical,fully-qualified
🏕️,U+1F3D5 U+FE0F,3312,U+1F3D5 U+FE0F,🏕️,camping,0.7,Travel & Places,place-geographic,fully-qualified
😑,U+1F611,3302,U+1F611,😑,expressionless face,1.0,Smileys & Emotion,face-neutral-skeptical,fully-qualified
⚰️,U+26B0 U+FE0F,3302,U+26B0 U+FE0F,⚰️,coffin,1.0,Objects,other-object,fully-qualified
🇲🇦,U+1F1F2 U+1F1E6,3301,U+1F1F2 U+1F1E6,🇲🇦,flag: Morocco,2.0,Flags,country-flag,fully-qualified
🛣️,U+1F6E3 U+FE0F,3297,U+1F6E3 U+FE0F,🛣️,motorway,0.7,Travel & Places,transport-ground,fully-qualified
🐼,U+1F43C,3297,U+1F43C,🐼,panda,0.6,Animals & Nature,animal-mammal,fully-qualified
🤕,U+1F915,3282,U+1F915,🤕,face with head-bandage,1.0,Smileys & Emotion,face-unwell,fully-qualified
🎺,U+1F3BA,3281,U+1F3BA,🎺,trumpet,0.6,Objects,musical-instrument,fully-qualified
🏍️,U+1F3CD U+FE0F,3277,U+1F3CD U+FE0F,🏍️,motorcycle,0.7,Travel & Places,transport-ground,fully-qualified
☄️,U+2604 U+FE0F,3270,U+2604 U+FE0F,☄️,comet,1.0,Travel & Places,sky & weather,fully-qualified
🙏🏽,U+1F64F U+1F3FD,3269,U+1F64F U+1F3FD,🙏🏽,folded hands: medium skin tone,1.0,People & Body,hands,fully-qualified
🇦🇹,U+1F1E6 U+1F1F9,3269,U+1F1E6 U+1F1F9,🇦🇹,flag: Austria,2.0,Flags,country-flag,fully-qualified
🐙,U+1F419,3264,U+1F419,🐙,octopus,0.6,Animals & Nature,animal-marine,fully-qualified
🔢,U+1F522,3258,U+1F522,🔢,input numbers,0.6,Symbols,alphanum,fully-qualified
🗝️,U+1F5DD U+FE0F,3245,U+1F5DD U+FE0F,🗝️,old key,0.7,Objects,lock,fully-qualified
🐬,U+1F42C,3223,U+1F42C,🐬,dolphin,0.6,Animals & Nature,animal-marine,fully-qualified
👩‍💻,U+1F469 U+200D U+1F4BB,3217,U+1F469 U+200D U+1F4BB,👩‍💻,woman technologist,4.0,People & Body,person-role,fully-qualified
🚿,U+1F6BF,3200,U+1F6BF,🚿,shower,1.0,Objects,household,fully-qualified
🌭,U+1F32D,3192,U+1F32D,🌭,hot dog,1.0,Food & Drink,food-prepared,fully-qualified
🪓,U+1FA93,3190,U+1FA93,🪓,axe,12.0,Objects,tool,fully-qualified
🦺,U+1F9BA,3190,U+1F9BA,🦺,safety vest,12.0,Objects,clothing,fully-qualified
🚦,U+1F6A6,3181,U+1F6A6,🚦,vertical traffic light,1.0,Travel & Places,transport-ground,fully-qualified
🥥,U+1F965,3179,U+1F965,🥥,coconut,5.0,Food & Drink,food-fruit,fully-qualified
🪶,U+1FAB6,3178,U+1FAB6,🪶,feather,13.0,Animals & Nature,animal-bird,fully-qualified
🎗️,U+1F397 U+FE0F,3177,U+1F397 U+FE0F,🎗️,reminder ribbon,0.7,Activities,event,fully-qualified
🦢,U+1F9A2,3176,U+1F9A2,🦢,swan,11.0,Animals & Nature,animal-bird,fully-qualified
📓,U+1F4D3,3162,U+1F4D3,📓,notebook,0.6,Objects,book-paper,fully-qualified
👔,U+1F454,3154,U+1F454,👔,necktie,0.6,Objects,clothing,fully-qualified
🧮,U+1F9EE,3153,U+1F9EE,🧮,abacus,11.0,Objects,computer,fully-qualified
🇳🇿,U+1F1F3 U+1F1FF,3144,U+1F1F3 U+1F1FF,🇳🇿,flag: New Zealand,2.0,Flags,country-flag,fully-qualified
🎱,U+1F3B1,3133,U+1F3B1,🎱,pool 8 ball,0.6,Activities,game,fully-qualified
🧍,U+1F9CD,3125,U+1F9CD,🧍,person standing,12.0,People & Body,person-activity,fully-qualified
📗,U+1F4D7,3121,U+1F4D7,📗,green book,0.6,Objects,book-paper,fully-qualified
💪🏻,U+1F4AA U+1F3FB,3117,U+1F4AA U+1F3FB,💪🏻,flexed biceps: light skin tone,1.0,People & Body,body-parts,fully-qualified
🍛,U+1F35B,3113,U+1F35B,🍛,curry rice,0.6,Food & Drink,food-asian,fully-qualified
👍🏼,U+1F44D U+1F3FC,3108,U+1F44D U+1F3FC,👍🏼,thumbs up: medium-light skin tone,1.0,People & Body,hand-fingers-closed,fully-qualified
♠️,U+2660 U+FE0F,3106,U+2660 U+FE0F,♠️,spade suit,0.6,Activities,game,fully-qualified
🥣,U+1F963,3105,U+1F963,🥣,bowl with spoon,5.0,Food & Drink,food-prepared,fully-qualified
🤏,U+1F90F,3105,U+1F90F,🤏,pinching hand,12.0,People & Body,hand-fingers-partial,fully-qualified
🧰,U+1F9F0,3091,U+1F9F0,🧰,toolbox,11.0,Objects,tool,fully-qualified
👉🏼,U+1F449 U+1F3FC,3086,U+1F449 U+1F3FC,👉🏼,backhand index pointing right: medium-light skin tone,1.0,People & Body,hand-single-finger,fully-qualified
🌮,U+1F32E,3078,U+1F32E,🌮,taco,1.0,Food & Drink,food-prepared,fully-qualified
🐯,U+1F42F,3075,U+1F42F,🐯,tiger face,0.6,Animals & Nature,animal-mammal,fully-qualified
🎼,U+1F3BC,3075,U+1F3BC,🎼,musical score,0.6,Objects,music,fully-qualified
🇷🇴,U+1F1F7 U+1F1F4,3065,U+1F1F7 U+1F1F4,🇷🇴,flag: Romania,2.0,Flags,country-flag,fully-qualified
💪🏼,U+1F4AA U+1F3FC,3045,U+1F4AA U+1F3FC,💪🏼,flexed biceps: medium-light skin tone,1.0,People & Body,body-parts,fully-qualified
🕶️,U+1F576 U+FE0F,3040,U+1F576 U+FE0F,🕶️,sunglasses,0.7,Objects,clothing,fully-qualified
🤙,U+1F919,3039,U+1F919,🤙,call me hand,3.0,People & Body,hand-fingers-partial,fully-qualified
🇳🇬,U+1F1F3 U+1F1EC,3032,U+1F1F3 U+1F1EC,🇳🇬,flag: Nigeria,2.0,Flags,country-flag,fully-qualified
🆘,U+1F198,3031,U+1F198,🆘,SOS button,0.6,Symbols,alphanum,fully-qualified
🇨🇿,U+1F1E8 U+1F1FF,3030,U+1F1E8 U+1F1FF,🇨🇿,flag: Czechia,2.0,Flags,country-flag,fully-qualified
🏘️,U+1F3D8 U+FE0F,3025,U+1F3D8 U+FE0F,🏘️,houses,0.7,Travel & Places,place-building,fully-qualified
🍍,U+1F34D,3023,U+1F34D,🍍,pineapple,0.6,Food & Drink,food-fruit,fully-qualified
🔦,U+1F526,3019,U+1F526,🔦,flashlight,0.6,Objects,light & video,fully-qualified
👋🏼,U+1F44B U+1F3FC,3016,U+1F44B U+1F3FC,👋🏼,waving hand: medium-light skin tone,1.0,People & Body,hand-fingers-open,fully-qualified
👍🏽,U+1F44D U+1F3FD,3011,U+1F44D U+1F3FD,👍🏽,thumbs up: medium skin tone,1.0,People & Body,hand-fingers-closed,fully-qualified
🔉,U+1F509,3009,U+1F509,🔉,speaker medium volume,1.0,Objects,sound,fully-qualified
👠,U+1F460,3000,U+1F460,👠,high-heeled shoe,0.6,Objects,clothing,fully-qualified
⛷️,U+26F7 U+FE0F,2998,U+26F7 U+FE0F,⛷️,skier,0.7,People & Body,person-sport,fully-qualified
🪪,U+1FAAA,2994,U+1FAAA,🪪,identification card,14.0,Objects,other-object,fully-qualified
🤸,U+1F938,2982,U+1F938,🤸,person cartwheeling,3.0,People & Body,person-sport,fully-qualified
👿,U+1F47F,2981,U+1F47F,👿,angry face with horns,0.6,Smileys & Emotion,face-negative,fully-qualified
👨‍💻,U+1F468 U+200D U+1F4BB,2951,U+1F468 U+200D U+1F4BB,👨‍💻,man technologist,4.0,People & Body,person-role,fully-qualified
🤒,U+1F912,2950,U+1F912,🤒,face with thermometer,1.0,Smileys & Emotion,face-unwell,fully-qualified
⛅,U+26C5,2947,U+26C5,⛅,sun behind cloud,0.6,Travel & Places,sky & weather,fully-qualified
🦜,U+1F99C,2940,U+1F99C,🦜,parrot,11.0,Animals & Nature,animal-bird,fully-qualified
🇭🇺,U+1F1ED U+1F1FA,2933,U+1F1ED U+1F1FA,🇭🇺,flag: Hungary,2.0,Flags,country-flag,fully-qualified
🐆,U+1F406,2932,U+1F406,🐆,leopard,1.0,Animals & Nature,animal-mammal,fully-qualified
🍨,U+1F368,2929,U+1F368,🍨,ice cream,0.6,Food & Drink,food-sweet,fully-qualified
🚓,U+1F693,2925,U+1F693,🚓,police car,0.6,Travel & Places,transport-ground,fully-qualified
🛎️,U+1F6CE U+FE0F,2920,U+1F6CE U+FE0F,🛎️,bellhop bell,0.7,Travel & Places,hotel,fully-qualified
🛁,U+1F6C1,2917,U+1F6C1,🛁,bathtub,1.0,Objects,household,fully-qualified
🌇,U+1F307,2907,U+1F307,🌇,sunset,0.6,Travel & Places,place-other,fully-qualified
🦾,U+1F9BE,2905,U+1F9BE,🦾,mechanical arm,12.0,People & Body,body-parts,fully-qualified
🪫,U+1FAAB,2903,U+1FAAB,🪫,low battery,14.0,Objects,computer,fully-qualified
🥬,U+1F96C,2891,U+1F96C,🥬,leafy green,11.0,Food & Drink,food-vegetable,fully-qualified
🥦,U+1F966,2888,U+1F966,🥦,broccoli,5.0,Food & Drink,food-vegetable,fully-qualified
🚐,U+1F690,2888,U+1F690,🚐,minibus,1.0,Travel & Places,transport-ground,fully-qualified
🙋‍♀️,U+1F64B U+200D U+2640 U+FE0F,2887,U+1F64B U+200D U+2640 U+FE0F,🙋‍♀️,woman raising hand,4.0,People & Body,person-gesture,fully-qualified
📥,U+1F4E5,2884,U+1F4E5,📥,inbox tray,0.6,Objects,mail,fully-qualified
🐮,U+1F42E,2883,U+1F42E,🐮,cow face,0.6,Animals & Nature,animal-mammal,fully-qualified
💾,U+1F4BE,2863,U+1F4BE,💾,floppy disk,0.6,Objects,computer,fully-qualified
🥖,U+1F956,2857,U+1F956,🥖,baguette bread,3.0,Food & Drink,food-prepared,fully-qualified
🐌,U+1F40C,2834,U+1F40C,🐌,snail,0.6,Animals & Nature,animal-bug,fully-qualified
♿,U+267F,2829,U+267F,♿,wheelchair symbol,0.6,Symbols,transport-sign,fully-qualified
🧨,U+1F9E8,2821,U+1F9E8,🧨,firecracker,11.0,Activities,event,fully-qualified
☂️,U+2602 U+FE0F,2816,U+2602 U+FE0F,☂️,umbrella,0.7,Travel & Places,sky & weather,fully-qualified
📒,U+1F4D2,2808,U+1F4D2,📒,ledger,0.6,Objects,book-paper,fully-qualified
👩‍⚕️,U+1F469 U+200D U+2695 U+FE0F,2808,U+1F469 U+200D U+2695 U+FE0F,👩‍⚕️,woman health worker,4.0,People & Body,person-role,fully-qualified
🐠,U+1F420,2805,U+1F420,🐠,tropical fish,0.6,Animals & Nature,animal-marine,fully-qualified
🇪🇬,U+1F1EA U+1F1EC,2804,U+1F1EA U+1F1EC,🇪🇬,flag: Egypt,2.0,Flags,country-flag,fully-qualified
🌪️,U+1F32A U+FE0F,2802,U+1F32A U+FE0F,🌪️,tornado,0.7,Travel & Places,sky & weather,fully-qualified
🅰️,U+1F170 U+FE0F,2802,U+1F170 U+FE0F,🅰️,A button (blood type),0.6,Symbols,alphanum,fully-qualified
🧢,U+1F9E2,2795,U+1F9E2,🧢,billed cap,5.0,Objects,clothing,fully-qualified
🐞,U+1F41E,2795,U+1F41E,🐞,lady beetle,0.6,Animals & Nature,animal-bug,fully-qualified
🥭,U+1F96D,2794,U+1F96D,🥭,mango,11.0,Food & Drink,food-fruit,fully-qualified
🙌🏻,U+1F64C U+1F3FB,2776,U+1F64C U+1F3FB,🙌🏻,raising hands: light skin tone,1.0,People & Body,hands,fully-qualified
🪼,U+1FABC,2757,U+1FABC,🪼,jellyfish,15.0,Animals & Nature,animal-marine,fully-qualified
🛞,U+1F6DE,2757,U+1F6DE,🛞,wheel,14.0,Travel & Places,transport-ground,fully-qualified
🧚,U+1F9DA,2752,U+1F9DA,🧚,fairy,5.0,People & Body,person-fantasy,fully-qualified
😶‍🌫️,U+1F636 U+200D U+1F32B U+FE0F,2749,U+1F636 U+200D U+1F32B U+FE0F,😶‍🌫️,face in clouds,13.1,Smileys & Emotion,face-neutral-skeptical,fully-qualified
👴,U+1F474,2748,U+1F474,👴,old man,0.6,People & Body,person,fully-qualified
🏭,U+1F3ED,2748,U+1F3ED,🏭,factory,0.6,Travel & Places,place-building,fully-qualified
💁‍♀️,U+1F481 U+200D U+2640 U+FE0F,2747,U+1F481 U+200D U+2640 U+FE0F,💁‍♀️,woman tipping hand,4.0,People & Body,person-gesture,fully-qualified
🦩,U+1F9A9,2744,U+1F9A9,🦩,flamingo,12.0,Animals & Nature,animal-bird,fully-qualified
👐,U+1F450,2744,U+1F450,👐,open hands,0.6,People & Body,hands,fully-qualified
🐦‍🔥,U+1F426 U+200D U+1F525,2744,U+1F426 U+200D U+1F525,🐦‍🔥,phoenix,15.1,Animals & Nature,animal-bird,fully-qualified
😶,U+1F636,2738,U+1F636,😶,face without mouth,1.0,Smileys & Emotion,face-neutral-skeptical,fully-qualified
🧙‍♀️,U+1F9D9 U+200D U+2640 U+FE0F,2711,U+1F9D9 U+200D U+2640 U+FE0F,🧙‍♀️,woman mage,5.0,People & Body,person-fantasy,fully-qualified
🚕,U+1F695,2706,U+1F695,🚕,taxi,0.6,Travel & Places,transport-ground,fully-qualified
🤞🏻,U+1F91E U+1F3FB,2704,U+1F91E U+1F3FB,🤞🏻,crossed fingers: light skin tone,3.0,People & Body,hand-fingers-partial,fully-qualified
⛺,U+26FA,2701,U+26FA,⛺,tent,0.6,Travel & Places,place-other,fully-qualified
⚜️,U+269C U+FE0F,2697,U+269C U+FE0F,⚜️,fleur-de-lis,1.0,Symbols,other-symbol,fully-qualified
🎷,U+1F3B7,2693,U+1F3B7,🎷,saxophone,0.6,Objects,musical-instrument,fully-qualified
🦀,U+1F980,2689,U+1F980,🦀,crab,1.0,Animals & Nature,animal-marine,fully-qualified
🇵🇭,U+1F1F5 U+1F1ED,2689,U+1F1F5 U+1F1ED,🇵🇭,flag: Philippines,2.0,Flags,country-flag,fully-qualified
🪔,U+1FA94,2682,U+1FA94,🪔,diya lamp,12.0,Objects,light & video,fully-qualified
👉🏻,U+1F449 U+1F3FB,2671,U+1F449 U+1F3FB,👉🏻,backhand index pointing right: light skin tone,1.0,People & Body,hand-single-finger,fully-qualified
🦘,U+1F998,2670,U+1F998,🦘,kangaroo,11.0,Animals & Nature,animal-mammal,fully-qualified
🧑‍🏫,U+1F9D1 U+200D U+1F3EB,2668,U+1F9D1 U+200D U+1F3EB,🧑‍🏫,teacher,12.1,People & Body,person-role,fully-qualified
6️⃣,U+0036 U+FE0F U+20E3,2668,U+0036 U+FE0F U+20E3,6️⃣,keycap: 6,0.6,Symbols,keycap,fully-qualified
🥑,U+1F951,2663,U+1F951,🥑,avocado,3.0,Food & Drink,food-vegetable,fully-qualified
😣,U+1F623,2642,U+1F623,😣,persevering face,0.6,Smileys & Emotion,face-concerned,fully-qualified
👜,U+1F45C,2640,U+1F45C,👜,handbag,0.6,Objects,clothing,fully-qualified
🌵,U+1F335,2640,U+1F335,🌵,cactus,0.6,Animals & Nature,plant-other,fully-qualified
👸,U+1F478,2639,U+1F478,👸,princess,0.6,People & Body,person-role,fully-qualified
🫟,U+1FADF,2630,U+1FADF,🫟,splatter,16.0,Symbols,other-symbol,fully-qualified
🧑,U+1F9D1,2628,U+1F9D1,🧑,person,5.0,People & Body,person,fully-qualified
🦃,U+1F983,2627,U+1F983,🦃,turkey,1.0,Animals & Nature,animal-bird,fully-qualified
🟪,U+1F7EA,2616,U+1F7EA,🟪,purple square,12.0,Symbols,geometric,fully-qualified
🌬️,U+1F32C U+FE0F,2607,U+1F32C U+FE0F,🌬️,wind face,0.7,Travel & Places,sky & weather,fully-qualified
🦍,U+1F98D,2606,U+1F98D,🦍,gorilla,3.0,Animals & Nature,animal-mammal,fully-qualified
