emoji,unicode,count,seq,emoji_from_meta,name,version,category,subgroup,status
🐙,U+1F419,12196,U+1F419,🐙,octopus,0.6,Animals & Nature,animal-marine,fully-qualified
👨‍🍳,U+1F468 U+200D U+1F373,12182,U+1F468 U+200D U+1F373,👨‍🍳,man cook,4.0,People & Body,person-role,fully-qualified
😪,U+1F62A,12177,U+1F62A,😪,sleepy face,0.6,Smileys & Emotion,face-sleepy,fully-qualified
🦩,U+1F9A9,12176,U+1F9A9,🦩,flamingo,12.0,Animals & Nature,animal-bird,fully-qualified
🎷,U+1F3B7,12170,U+1F3B7,🎷,saxophone,0.6,Objects,musical-instrument,fully-qualified
🎅🏻,U+1F385 U+1F3FB,12146,U+1F385 U+1F3FB,🎅🏻,Santa Claus: light skin tone,1.0,People & Body,person-fantasy,fully-qualified
🇦🇺,U+1F1E6 U+1F1FA,12128,U+1F1E6 U+1F1FA,🇦🇺,flag: Australia,2.0,Flags,country-flag,fully-qualified
🐋,U+1F40B,12123,U+1F40B,🐋,whale,1.0,Animals & Nature,animal-marine,fully-qualified
😯,U+1F62F,12077,U+1F62F,😯,hushed face,1.0,Smileys & Emotion,face-concerned,fully-qualified
🥖,U+1F956,12070,U+1F956,🥖,baguette bread,3.0,Food & Drink,food-prepared,fully-qualified
😧,U+1F627,12066,U+1F627,😧,anguished face,1.0,Smileys & Emotion,face-concerned,fully-qualified
🐮,U+1F42E,12021,U+1F42E,🐮,cow face,0.6,Animals & Nature,animal-mammal,fully-qualified
🦾,U+1F9BE,12019,U+1F9BE,🦾,mechanical arm,12.0,People & Body,body-parts,fully-qualified
🥣,U+1F963,11997,U+1F963,🥣,bowl with spoon,5.0,Food & Drink,food-prepared,fully-qualified
☂️,U+2602 U+FE0F,11992,U+2602 U+FE0F,☂️,umbrella,0.7,Travel & Places,sky & weather,fully-qualified
🙏🏿,U+1F64F U+1F3FF,11987,U+1F64F U+1F3FF,🙏🏿,folded hands: dark skin tone,1.0,People & Body,hands,fully-qualified
🦐,U+1F990,11981,U+1F990,🦐,shrimp,3.0,Animals & Nature,animal-marine,fully-qualified
💪🏼,U+1F4AA U+1F3FC,11918,U+1F4AA U+1F3FC,💪🏼,flexed biceps: medium-light skin tone,1.0,People & Body,body-parts,fully-qualified
🍖,U+1F356,11907,U+1F356,🍖,meat on bone,0.6,Food & Drink,food-prepared,fully-qualified
📏,U+1F4CF,11882,U+1F4CF,📏,straight ruler,0.6,Objects,office,fully-qualified
🐑,U+1F411,11881,U+1F411,🐑,ewe,0.6,Animals & Nature,animal-mammal,fully-qualified
🤷🏻‍♀️,U+1F937 U+1F3FB U+200D U+2640 U+FE0F,11834,U+1F937 U+1F3FB U+200D U+2640 U+FE0F,🤷🏻‍♀️,woman shrugging: light skin tone,4.0,People & Body,person-gesture,fully-qualified
🤒,U+1F912,11819,U+1F912,🤒,face with thermometer,1.0,Smileys & Emotion,face-unwell,fully-qualified
👙,U+1F459,11810,U+1F459,👙,bikini,0.6,Objects,clothing,fully-qualified
🧃,U+1F9C3,11800,U+1F9C3,🧃,beverage box,12.0,Food & Drink,drink,fully-qualified
⛽,U+26FD,11794,U+26FD,⛽,fuel pump,0.6,Travel & Places,transport-ground,fully-qualified
🏨,U+1F3E8,11761,U+1F3E8,🏨,hotel,0.6,Travel & Places,place-building,fully-qualified
🇨🇴,U+1F1E8 U+1F1F4,11757,U+1F1E8 U+1F1F4,🇨🇴,flag: Colombia,2.0,Flags,country-flag,fully-qualified
🧶,U+1F9F6,11744,U+1F9F6,🧶,yarn,11.0,Activities,arts & crafts,fully-qualified
🌋,U+1F30B,11709,U+1F30B,🌋,volcano,0.6,Travel & Places,place-geographic,fully-qualified
🌏,U+1F30F,11698,U+1F30F,🌏,globe showing Asia-Australia,0.6,Travel & Places,place-map,fully-qualified
🦸,U+1F9B8,11696,U+1F9B8,🦸,superhero,11.0,People & Body,person-fantasy,fully-qualified
🎪,U+1F3AA,11679,U+1F3AA,🎪,circus tent,0.6,Travel & Places,place-other,fully-qualified
🧰,U+1F9F0,11648,U+1F9F0,🧰,toolbox,11.0,Objects,tool,fully-qualified
⛓️‍💥,U+26D3 U+FE0F U+200D U+1F4A5,11583,U+26D3 U+FE0F U+200D U+1F4A5,⛓️‍💥,broken chain,15.1,Objects,tool,fully-qualified
👧,U+1F467,11531,U+1F467,👧,girl,0.6,People & Body,person,fully-qualified
🖋️,U+1F58B U+FE0F,11515,U+1F58B U+FE0F,🖋️,fountain pen,0.7,Objects,writing,fully-qualified
🦞,U+1F99E,11495,U+1F99E,🦞,lobster,11.0,Animals & Nature,animal-marine,fully-qualified
🟪,U+1F7EA,11457,U+1F7EA,🟪,purple square,12.0,Symbols,geometric,fully-qualified
🥦,U+1F966,11456,U+1F966,🥦,broccoli,5.0,Food & Drink,food-vegetable,fully-qualified
♟️,U+265F U+FE0F,11452,U+265F U+FE0F,♟️,chess pawn,11.0,Activities,game,fully-qualified
🪿,U+1FABF,11432,U+1FABF,🪿,goose,15.0,Animals & Nature,animal-bird,fully-qualified
🖍️,U+1F58D U+FE0F,11399,U+1F58D U+FE0F,🖍️,crayon,0.7,Objects,writing,fully-qualified
⛅,U+26C5,11374,U+26C5,⛅,sun behind cloud,0.6,Travel & Places,sky & weather,fully-qualified
🤕,U+1F915,11360,U+1F915,🤕,face with head-bandage,1.0,Smileys & Emotion,face-unwell,fully-qualified
📨,U+1F4E8,11331,U+1F4E8,📨,incoming envelope,0.6,Objects,mail,fully-qualified
🙀,U+1F640,11325,U+1F640,🙀,weary cat,0.6,Smileys & Emotion,cat-face,fully-qualified
🚓,U+1F693,11307,U+1F693,🚓,police car,0.6,Travel & Places,transport-ground,fully-qualified
🌇,U+1F307,11303,U+1F307,🌇,sunset,0.6,Travel & Places,place-other,fully-qualified
🛜,U+1F6DC,11292,U+1F6DC,🛜,wireless,15.0,Symbols,av-symbol,fully-qualified
🧮,U+1F9EE,11270,U+1F9EE,🧮,abacus,11.0,Objects,computer,fully-qualified
🤦🏻‍♀️,U+1F926 U+1F3FB U+200D U+2640 U+FE0F,11256,U+1F926 U+1F3FB U+200D U+2640 U+FE0F,🤦🏻‍♀️,woman facepalming: light skin tone,4.0,People & Body,person-gesture,fully-qualified
🥎,U+1F94E,11243,U+1F94E,🥎,softball,11.0,Activities,sport,fully-qualified
👖,U+1F456,11226,U+1F456,👖,jeans,0.6,Objects,clothing,fully-qualified
🧌,U+1F9CC,11213,U+1F9CC,🧌,troll,14.0,People & Body,person-fantasy,fully-qualified
🎢,U+1F3A2,11193,U+1F3A2,🎢,roller coaster,0.6,Travel & Places,place-other,fully-qualified
🥓,U+1F953,11192,U+1F953,🥓,bacon,3.0,Food & Drink,food-prepared,fully-qualified
🤳,U+1F933,11180,U+1F933,🤳,selfie,3.0,People & Body,hand-prop,fully-qualified
🍋‍🟩,U+1F34B U+200D U+1F7E9,11178,U+1F34B U+200D U+1F7E9,🍋‍🟩,lime,15.1,Food & Drink,food-fruit,fully-qualified
🥘,U+1F958,11144,U+1F958,🥘,shallow pan of food,3.0,Food & Drink,food-prepared,fully-qualified
🔺,U+1F53A,11142,U+1F53A,🔺,red triangle pointed up,0.6,Symbols,geometric,fully-qualified
🐲,U+1F432,11115,U+1F432,🐲,dragon face,0.6,Animals & Nature,animal-reptile,fully-qualified
🫘,U+1FAD8,11114,U+1FAD8,🫘,beans,14.0,Food & Drink,food-vegetable,fully-qualified
🛣️,U+1F6E3 U+FE0F,11084,U+1F6E3 U+FE0F,🛣️,motorway,0.7,Travel & Places,transport-ground,fully-qualified
👇🏼,U+1F447 U+1F3FC,11082,U+1F447 U+1F3FC,👇🏼,backhand index pointing down: medium-light skin tone,1.0,People & Body,hand-single-finger,fully-qualified
🪱,U+1FAB1,11070,U+1FAB1,🪱,worm,13.0,Animals & Nature,animal-bug,fully-qualified
🚶,U+1F6B6,11068,U+1F6B6,🚶,person walking,0.6,People & Body,person-activity,fully-qualified
🎱,U+1F3B1,11017,U+1F3B1,🎱,pool 8 ball,0.6,Activities,game,fully-qualified
🟧,U+1F7E7,11012,U+1F7E7,🟧,orange square,12.0,Symbols,geometric,fully-qualified
🪫,U+1FAAB,10997,U+1FAAB,🪫,low battery,14.0,Objects,computer,fully-qualified
🇮🇪,U+1F1EE U+1F1EA,10992,U+1F1EE U+1F1EA,🇮🇪,flag: Ireland,2.0,Flags,country-flag,fully-qualified
🐆,U+1F406,10956,U+1F406,🐆,leopard,1.0,Animals & Nature,animal-mammal,fully-qualified
♂️,U+2642 U+FE0F,10855,U+2642 U+FE0F,♂️,male sign,4.0,Symbols,gender,fully-qualified
📎,U+1F4CE,10851,U+1F4CE,📎,paperclip,0.6,Objects,office,fully-qualified
🦗,U+1F997,10836,U+1F997,🦗,cricket,5.0,Animals & Nature,animal-bug,fully-qualified
🪪,U+1FAAA,10827,U+1FAAA,🪪,identification card,14.0,Objects,other-object,fully-qualified
〽️,U+303D U+FE0F,10789,U+303D U+FE0F,〽️,part alternation mark,0.6,Symbols,other-symbol,fully-qualified
🌨️,U+1F328 U+FE0F,10788,U+1F328 U+FE0F,🌨️,cloud with snow,0.7,Travel & Places,sky & weather,fully-qualified
🐅,U+1F405,10780,U+1F405,🐅,tiger,1.0,Animals & Nature,animal-mammal,fully-qualified
👴,U+1F474,10767,U+1F474,👴,old man,0.6,People & Body,person,fully-qualified
🏊,U+1F3CA,10758,U+1F3CA,🏊,person swimming,0.6,People & Body,person-sport,fully-qualified
💪🏾,U+1F4AA U+1F3FE,10756,U+1F4AA U+1F3FE,💪🏾,flexed biceps: medium-dark skin tone,1.0,People & Body,body-parts,fully-qualified
🚿,U+1F6BF,10718,U+1F6BF,🚿,shower,1.0,Objects,household,fully-qualified
👋🏻,U+1F44B U+1F3FB,10711,U+1F44B U+1F3FB,👋🏻,waving hand: light skin tone,1.0,People & Body,hand-fingers-open,fully-qualified
🪲,U+1FAB2,10707,U+1FAB2,🪲,beetle,13.0,Animals & Nature,animal-bug,fully-qualified
🆘,U+1F198,10623,U+1F198,🆘,SOS button,0.6,Symbols,alphanum,fully-qualified
👔,U+1F454,10618,U+1F454,👔,necktie,0.6,Objects,clothing,fully-qualified
🔱,U+1F531,10613,U+1F531,🔱,trident emblem,0.6,Symbols,other-symbol,fully-qualified
🔸,U+1F538,10593,U+1F538,🔸,small orange diamond,0.6,Symbols,geometric,fully-qualified
🥨,U+1F968,10553,U+1F968,🥨,pretzel,5.0,Food & Drink,food-prepared,fully-qualified
🛎️,U+1F6CE U+FE0F,10550,U+1F6CE U+FE0F,🛎️,bellhop bell,0.7,Travel & Places,hotel,fully-qualified
♦️,U+2666 U+FE0F,10538,U+2666 U+FE0F,♦️,diamond suit,0.6,Activities,game,fully-qualified
💃🏻,U+1F483 U+1F3FB,10535,U+1F483 U+1F3FB,💃🏻,woman dancing: light skin tone,1.0,People & Body,person-activity,fully-qualified
🛞,U+1F6DE,10483,U+1F6DE,🛞,wheel,14.0,Travel & Places,transport-ground,fully-qualified
🚜,U+1F69C,10474,U+1F69C,🚜,tractor,1.0,Travel & Places,transport-ground,fully-qualified
🙋‍♀️,U+1F64B U+200D U+2640 U+FE0F,10469,U+1F64B U+200D U+2640 U+FE0F,🙋‍♀️,woman raising hand,4.0,People & Body,person-gesture,fully-qualified
💪🏽,U+1F4AA U+1F3FD,10435,U+1F4AA U+1F3FD,💪🏽,flexed biceps: medium skin tone,1.0,People & Body,body-parts,fully-qualified
👍🏿,U+1F44D U+1F3FF,10428,U+1F44D U+1F3FF,👍🏿,thumbs up: dark skin tone,1.0,People & Body,hand-fingers-closed,fully-qualified
🗨️,U+1F5E8 U+FE0F,10422,U+1F5E8 U+FE0F,🗨️,left speech bubble,2.0,Smileys & Emotion,emotion,fully-qualified
🦝,U+1F99D,10420,U+1F99D,🦝,raccoon,11.0,Animals & Nature,animal-mammal,fully-qualified
💟,U+1F49F,10420,U+1F49F,💟,heart decoration,0.6,Smileys & Emotion,heart,fully-qualified
🎡,U+1F3A1,10383,U+1F3A1,🎡,ferris wheel,0.6,Travel & Places,place-other,fully-qualified
💪🏻,U+1F4AA U+1F3FB,10357,U+1F4AA U+1F3FB,💪🏻,flexed biceps: light skin tone,1.0,People & Body,body-parts,fully-qualified
🦭,U+1F9AD,10344,U+1F9AD,🦭,seal,13.0,Animals & Nature,animal-marine,fully-qualified
🔝,U+1F51D,10315,U+1F51D,🔝,TOP arrow,0.6,Symbols,arrow,fully-qualified
🔦,U+1F526,10297,U+1F526,🔦,flashlight,0.6,Objects,light & video,fully-qualified
🪡,U+1FAA1,10293,U+1FAA1,🪡,sewing needle,13.0,Activities,arts & crafts,fully-qualified
💮,U+1F4AE,10261,U+1F4AE,💮,white flower,0.6,Animals & Nature,plant-flower,fully-qualified
📼,U+1F4FC,10242,U+1F4FC,📼,videocassette,0.6,Objects,light & video,fully-qualified
👠,U+1F460,10240,U+1F460,👠,high-heeled shoe,0.6,Objects,clothing,fully-qualified
💾,U+1F4BE,10226,U+1F4BE,💾,floppy disk,0.6,Objects,computer,fully-qualified
🦶,U+1F9B6,10219,U+1F9B6,🦶,foot,11.0,People & Body,body-parts,fully-qualified
🫖,U+1FAD6,10205,U+1FAD6,🫖,teapot,13.0,Food & Drink,drink,fully-qualified
🫤,U+1FAE4,10203,U+1FAE4,🫤,face with diagonal mouth,14.0,Smileys & Emotion,face-concerned,fully-qualified
🏔️,U+1F3D4 U+FE0F,10189,U+1F3D4 U+FE0F,🏔️,snow-capped mountain,0.7,Travel & Places,place-geographic,fully-qualified
👋🏼,U+1F44B U+1F3FC,10166,U+1F44B U+1F3FC,👋🏼,waving hand: medium-light skin tone,1.0,People & Body,hand-fingers-open,fully-qualified
🧘‍♀️,U+1F9D8 U+200D U+2640 U+FE0F,10138,U+1F9D8 U+200D U+2640 U+FE0F,🧘‍♀️,woman in lotus position,5.0,People & Body,person-resting,fully-qualified
🐌,U+1F40C,10130,U+1F40C,🐌,snail,0.6,Animals & Nature,animal-bug,fully-qualified
💁‍♀️,U+1F481 U+200D U+2640 U+FE0F,10116,U+1F481 U+200D U+2640 U+FE0F,💁‍♀️,woman tipping hand,4.0,People & Body,person-gesture,fully-qualified
6️⃣,U+0036 U+FE0F U+20E3,10114,U+0036 U+FE0F U+20E3,6️⃣,keycap: 6,0.6,Symbols,keycap,fully-qualified
🛻,U+1F6FB,10110,U+1F6FB,🛻,pickup truck,13.0,Travel & Places,transport-ground,fully-qualified
👉🏼,U+1F449 U+1F3FC,10108,U+1F449 U+1F3FC,👉🏼,backhand index pointing right: medium-light skin tone,1.0,People & Body,hand-single-finger,fully-qualified
🥯,U+1F96F,10064,U+1F96F,🥯,bagel,11.0,Food & Drink,food-prepared,fully-qualified
🏜️,U+1F3DC U+FE0F,10008,U+1F3DC U+FE0F,🏜️,desert,0.7,Travel & Places,place-geographic,fully-qualified
🦦,U+1F9A6,9999,U+1F9A6,🦦,otter,12.0,Animals & Nature,animal-mammal,fully-qualified
👯,U+1F46F,9963,U+1F46F,👯,people with bunny ears,0.6,People & Body,person-activity,fully-qualified
🚦,U+1F6A6,9925,U+1F6A6,🚦,vertical traffic light,1.0,Travel & Places,transport-ground,fully-qualified
😾,U+1F63E,9906,U+1F63E,😾,pouting cat,0.6,Smileys & Emotion,cat-face,fully-qualified
🌩️,U+1F329 U+FE0F,9891,U+1F329 U+FE0F,🌩️,cloud with lightning,0.7,Travel & Places,sky & weather,fully-qualified
🦢,U+1F9A2,9862,U+1F9A2,🦢,swan,11.0,Animals & Nature,animal-bird,fully-qualified
😙,U+1F619,9823,U+1F619,😙,kissing face with smiling eyes,1.0,Smileys & Emotion,face-affection,fully-qualified
🙊,U+1F64A,9799,U+1F64A,🙊,speak-no-evil monkey,0.6,Smileys & Emotion,monkey-face,fully-qualified
🅰️,U+1F170 U+FE0F,9793,U+1F170 U+FE0F,🅰️,A button (blood type),0.6,Symbols,alphanum,fully-qualified
🧦,U+1F9E6,9775,U+1F9E6,🧦,socks,5.0,Objects,clothing,fully-qualified
🌯,U+1F32F,9740,U+1F32F,🌯,burrito,1.0,Food & Drink,food-prepared,fully-qualified
🇬,U+1F1EC,9724,U+1F1EC,,,,,,
🛬,U+1F6EC,9718,U+1F6EC,🛬,airplane arrival,1.0,Travel & Places,transport-air,fully-qualified
🧚,U+1F9DA,9667,U+1F9DA,🧚,fairy,5.0,People & Body,person-fantasy,fully-qualified
®️,U+00AE U+FE0F,9645,U+00AE U+FE0F,®️,registered,0.6,Symbols,other-symbol,fully-qualified
👦,U+1F466,9641,U+1F466,👦,boy,0.6,People & Body,person,fully-qualified
🏘️,U+1F3D8 U+FE0F,9619,U+1F3D8 U+FE0F,🏘️,houses,0.7,Travel & Places,place-building,fully-qualified
🌗,U+1F317,9585,U+1F317,🌗,last quarter moon,1.0,Travel & Places,sky & weather,fully-qualified
🫥,U+1FAE5,9563,U+1FAE5,🫥,dotted line face,14.0,Smileys & Emotion,face-neutral-skeptical,fully-qualified
🚰,U+1F6B0,9548,U+1F6B0,🚰,potable water,1.0,Symbols,transport-sign,fully-qualified
🏍️,U+1F3CD U+FE0F,9536,U+1F3CD U+FE0F,🏍️,motorcycle,0.7,Travel & Places,transport-ground,fully-qualified
🦑,U+1F991,9532,U+1F991,🦑,squid,3.0,Animals & Nature,animal-marine,fully-qualified
🛝,U+1F6DD,9506,U+1F6DD,🛝,playground slide,14.0,Travel & Places,place-other,fully-qualified
👸,U+1F478,9489,U+1F478,👸,princess,0.6,People & Body,person-role,fully-qualified
🎳,U+1F3B3,9439,U+1F3B3,🎳,bowling,0.6,Activities,sport,fully-qualified
🧾,U+1F9FE,9428,U+1F9FE,🧾,receipt,11.0,Objects,money,fully-qualified
👩‍🏫,U+1F469 U+200D U+1F3EB,9388,U+1F469 U+200D U+1F3EB,👩‍🏫,woman teacher,4.0,People & Body,person-role,fully-qualified
⌨️,U+2328 U+FE0F,9386,U+2328 U+FE0F,⌨️,keyboard,1.0,Objects,computer,fully-qualified
🧑‍💻,U+1F9D1 U+200D U+1F4BB,9370,U+1F9D1 U+200D U+1F4BB,🧑‍💻,technologist,12.1,People & Body,person-role,fully-qualified
🙅,U+1F645,9366,U+1F645,🙅,person gesturing NO,0.6,People & Body,person-gesture,fully-qualified
✊🏿,U+270A U+1F3FF,9313,U+270A U+1F3FF,✊🏿,raised fist: dark skin tone,1.0,People & Body,hand-fingers-closed,fully-qualified
🏚️,U+1F3DA U+FE0F,9279,U+1F3DA U+FE0F,🏚️,derelict house,0.7,Travel & Places,place-building,fully-qualified
🔷,U+1F537,9278,U+1F537,🔷,large blue diamond,0.6,Symbols,geometric,fully-qualified
🖱️,U+1F5B1 U+FE0F,9273,U+1F5B1 U+FE0F,🖱️,computer mouse,0.7,Objects,computer,fully-qualified
🧑‍🤝‍🧑,U+1F9D1 U+200D U+1F91D U+200D U+1F9D1,9272,U+1F9D1 U+200D U+1F91D U+200D U+1F9D1,🧑‍🤝‍🧑,people holding hands,12.0,People & Body,family,fully-qualified
🩹,U+1FA79,9270,U+1FA79,🩹,adhesive bandage,12.0,Objects,medical,fully-qualified
⚒️,U+2692 U+FE0F,9259,U+2692 U+FE0F,⚒️,hammer and pick,1.0,Objects,tool,fully-qualified
🆓,U+1F193,9249,U+1F193,🆓,FREE button,0.6,Symbols,alphanum,fully-qualified
🤰,U+1F930,9243,U+1F930,🤰,pregnant woman,3.0,People & Body,person-role,fully-qualified
🔭,U+1F52D,9239,U+1F52D,🔭,telescope,1.0,Objects,science,fully-qualified
📥,U+1F4E5,9208,U+1F4E5,📥,inbox tray,0.6,Objects,mail,fully-qualified
👜,U+1F45C,9200,U+1F45C,👜,handbag,0.6,Objects,clothing,fully-qualified
🗂️,U+1F5C2 U+FE0F,9179,U+1F5C2 U+FE0F,🗂️,card index dividers,0.7,Objects,office,fully-qualified
🛁,U+1F6C1,9178,U+1F6C1,🛁,bathtub,1.0,Objects,household,fully-qualified
🔛,U+1F51B,9137,U+1F51B,🔛,ON! arrow,0.6,Symbols,arrow,fully-qualified
🔻,U+1F53B,9125,U+1F53B,🔻,red triangle pointed down,0.6,Symbols,geometric,fully-qualified
🇨🇱,U+1F1E8 U+1F1F1,9118,U+1F1E8 U+1F1F1,🇨🇱,flag: Chile,2.0,Flags,country-flag,fully-qualified
✡️,U+2721 U+FE0F,9108,U+2721 U+FE0F,✡️,star of David,0.7,Symbols,religion,fully-qualified
🚒,U+1F692,9076,U+1F692,🚒,fire engine,0.6,Travel & Places,transport-ground,fully-qualified
🪏,U+1FA8F,9074,U+1FA8F,🪏,shovel,16.0,Objects,tool,fully-qualified
😽,U+1F63D,9051,U+1F63D,😽,kissing cat,0.6,Smileys & Emotion,cat-face,fully-qualified
🚑,U+1F691,9031,U+1F691,🚑,ambulance,0.6,Travel & Places,transport-ground,fully-qualified
🧇,U+1F9C7,8956,U+1F9C7,🧇,waffle,12.0,Food & Drink,food-prepared,fully-qualified
🏃‍♂️,U+1F3C3 U+200D U+2642 U+FE0F,8934,U+1F3C3 U+200D U+2642 U+FE0F,🏃‍♂️,man running,4.0,People & Body,person-activity,fully-qualified
🚆,U+1F686,8931,U+1F686,🚆,train,1.0,Travel & Places,transport-ground,fully-qualified
📐,U+1F4D0,8924,U+1F4D0,📐,triangular ruler,0.6,Objects,office,fully-qualified
🐖,U+1F416,8912,U+1F416,🐖,pig,1.0,Animals & Nature,animal-mammal,fully-qualified
🫏,U+1FACF,8904,U+1FACF,🫏,donkey,15.0,Animals & Nature,animal-mammal,fully-qualified
🅿️,U+1F17F U+FE0F,8876,U+1F17F U+FE0F,🅿️,P button,0.6,Symbols,alphanum,fully-qualified
🌰,U+1F330,8850,U+1F330,🌰,chestnut,0.6,Food & Drink,food-vegetable,fully-qualified
🤸,U+1F938,8787,U+1F938,🤸,person cartwheeling,3.0,People & Body,person-sport,fully-qualified
⛷️,U+26F7 U+FE0F,8786,U+26F7 U+FE0F,⛷️,skier,0.7,People & Body,person-sport,fully-qualified
🥫,U+1F96B,8785,U+1F96B,🥫,canned food,5.0,Food & Drink,food-prepared,fully-qualified
🐜,U+1F41C,8784,U+1F41C,🐜,ant,0.6,Animals & Nature,animal-bug,fully-qualified
👼,U+1F47C,8775,U+1F47C,👼,baby angel,0.6,People & Body,person-fantasy,fully-qualified
🌝,U+1F31D,8750,U+1F31D,🌝,full moon face,1.0,Travel & Places,sky & weather,fully-qualified
🧑‍🏫,U+1F9D1 U+200D U+1F3EB,8678,U+1F9D1 U+200D U+1F3EB,🧑‍🏫,teacher,12.1,People & Body,person-role,fully-qualified
🐭,U+1F42D,8675,U+1F42D,🐭,mouse face,0.6,Animals & Nature,animal-mammal,fully-qualified
👩‍💻,U+1F469 U+200D U+1F4BB,8673,U+1F469 U+200D U+1F4BB,👩‍💻,woman technologist,4.0,People & Body,person-role,fully-qualified
👨🏿,U+1F468 U+1F3FF,8672,U+1F468 U+1F3FF,👨🏿,man: dark skin tone,1.0,People & Body,person,fully-qualified
🧍‍♀️,U+1F9CD U+200D U+2640 U+FE0F,8668,U+1F9CD U+200D U+2640 U+FE0F,🧍‍♀️,woman standing,12.0,People & Body,person-activity,fully-qualified
👇🏻,U+1F447 U+1F3FB,8589,U+1F447 U+1F3FB,👇🏻,backhand index pointing down: light skin tone,1.0,People & Body,hand-single-finger,fully-qualified
⛺,U+26FA,8578,U+26FA,⛺,tent,0.6,Travel & Places,place-other,fully-qualified
🧙‍♀️,U+1F9D9 U+200D U+2640 U+FE0F,8571,U+1F9D9 U+200D U+2640 U+FE0F,🧙‍♀️,woman mage,5.0,People & Body,person-fantasy,fully-qualified
🇵🇱,U+1F1F5 U+1F1F1,8566,U+1F1F5 U+1F1F1,🇵🇱,flag: Poland,2.0,Flags,country-flag,fully-qualified
🇬🇷,U+1F1EC U+1F1F7,8544,U+1F1EC U+1F1F7,🇬🇷,flag: Greece,2.0,Flags,country-flag,fully-qualified
🔢,U+1F522,8539,U+1F522,🔢,input numbers,0.6,Symbols,alphanum,fully-qualified
🐥,U+1F425,8500,U+1F425,🐥,front-facing baby chick,0.6,Animals & Nature,animal-bird,fully-qualified
👩‍⚕️,U+1F469 U+200D U+2695 U+FE0F,8491,U+1F469 U+200D U+2695 U+FE0F,👩‍⚕️,woman health worker,4.0,People & Body,person-role,fully-qualified
🐤,U+1F424,8488,U+1F424,🐤,baby chick,0.6,Animals & Nature,animal-bird,fully-qualified
📔,U+1F4D4,8428,U+1F4D4,📔,notebook with decorative cover,0.6,Objects,book-paper,fully-qualified
🩻,U+1FA7B,8420,U+1FA7B,🩻,x-ray,14.0,Objects,medical,fully-qualified
⛩️,U+26E9 U+FE0F,8419,U+26E9 U+FE0F,⛩️,shinto shrine,0.7,Travel & Places,place-religious,fully-qualified
🧈,U+1F9C8,8402,U+1F9C8,🧈,butter,12.0,Food & Drink,food-prepared,fully-qualified
🦕,U+1F995,8397,U+1F995,🦕,sauropod,5.0,Animals & Nature,animal-reptile,fully-qualified
🧑,U+1F9D1,8384,U+1F9D1,🧑,person,5.0,People & Body,person,fully-qualified
🐵,U+1F435,8374,U+1F435,🐵,monkey face,0.6,Animals & Nature,animal-mammal,fully-qualified
🛟,U+1F6DF,8362,U+1F6DF,🛟,ring buoy,14.0,Travel & Places,transport-water,fully-qualified
🪭,U+1FAAD,8360,U+1FAAD,🪭,folding hand fan,15.0,Objects,clothing,fully-qualified
7️⃣,U+0037 U+FE0F U+20E3,8360,U+0037 U+FE0F U+20E3,7️⃣,keycap: 7,0.6,Symbols,keycap,fully-qualified
🥋,U+1F94B,8336,U+1F94B,🥋,martial arts uniform,3.0,Activities,sport,fully-qualified
🏄,U+1F3C4,8315,U+1F3C4,🏄,person surfing,0.6,People & Body,person-sport,fully-qualified
👏🏻,U+1F44F U+1F3FB,8301,U+1F44F U+1F3FB,👏🏻,clapping hands: light skin tone,1.0,People & Body,hands,fully-qualified
🍚,U+1F35A,8301,U+1F35A,🍚,cooked rice,0.6,Food & Drink,food-asian,fully-qualified
🇹🇼,U+1F1F9 U+1F1FC,8284,U+1F1F9 U+1F1FC,🇹🇼,flag: Taiwan,2.0,Flags,country-flag,fully-qualified
🇦🇷,U+1F1E6 U+1F1F7,8278,U+1F1E6 U+1F1F7,🇦🇷,flag: Argentina,2.0,Flags,country-flag,fully-qualified
📙,U+1F4D9,8252,U+1F4D9,📙,orange book,0.6,Objects,book-paper,fully-qualified
❇️,U+2747 U+FE0F,8248,U+2747 U+FE0F,❇️,sparkle,0.6,Symbols,other-symbol,fully-qualified
🐁,U+1F401,8242,U+1F401,🐁,mouse,1.0,Animals & Nature,animal-mammal,fully-qualified
🤦🏽‍♀️,U+1F926 U+1F3FD U+200D U+2640 U+FE0F,8225,U+1F926 U+1F3FD U+200D U+2640 U+FE0F,🤦🏽‍♀️,woman facepalming: medium skin tone,4.0,People & Body,person-gesture,fully-qualified
🦺,U+1F9BA,8187,U+1F9BA,🦺,safety vest,12.0,Objects,clothing,fully-qualified
🙌🏼,U+1F64C U+1F3FC,8182,U+1F64C U+1F3FC,🙌🏼,raising hands: medium-light skin tone,1.0,People & Body,hands,fully-qualified
🇸🇪,U+1F1F8 U+1F1EA,8180,U+1F1F8 U+1F1EA,🇸🇪,flag: Sweden,2.0,Flags,country-flag,fully-qualified
📑,U+1F4D1,8110,U+1F4D1,📑,bookmark tabs,0.6,Objects,book-paper,fully-qualified
👨‍💻,U+1F468 U+200D U+1F4BB,8093,U+1F468 U+200D U+1F4BB,👨‍💻,man technologist,4.0,People & Body,person-role,fully-qualified
😷,U+1F637,8033,U+1F637,😷,face with medical mask,0.6,Smileys & Emotion,face-unwell,fully-qualified
🧽,U+1F9FD,8014,U+1F9FD,🧽,sponge,11.0,Objects,household,fully-qualified
